hfdst;icd_code;diagnose;nis_code;arrondissement_van_woonplaats_van_de_patiënt;klass_hosp;dag_hosp
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);639;Complicaties na abortus en ectopische en mola zwangerschap;25.0;Nijvel;5;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);639;Complicaties na abortus en ectopische en mola zwangerschap;31.0;Brugge;< 5;5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);639;Complicaties na abortus en ectopische en mola zwangerschap;32.0;Diksmuide;< 5;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);639;Complicaties na abortus en ectopische en mola zwangerschap;33.0;Ieper;< 5;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);639;Complicaties na abortus en ectopische en mola zwangerschap;34.0;Kortrijk;6;15
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);639;Complicaties na abortus en ectopische en mola zwangerschap;35.0;Oostende;< 5;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);639;Complicaties na abortus en ectopische en mola zwangerschap;36.0;Roeselare;< 5;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);639;Complicaties na abortus en ectopische en mola zwangerschap;37.0;Tielt;< 5;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);639;Complicaties na abortus en ectopische en mola zwangerschap;41.0;Aalst;7;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);639;Complicaties na abortus en ectopische en mola zwangerschap;43.0;Eeklo;< 5;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);639;Complicaties na abortus en ectopische en mola zwangerschap;44.0;Gent;6;7
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);639;Complicaties na abortus en ectopische en mola zwangerschap;45.0;Oudenaarde;< 5;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);639;Complicaties na abortus en ectopische en mola zwangerschap;46.0;Sint-Niklaas;< 5;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);639;Complicaties na abortus en ectopische en mola zwangerschap;51.0;Aat;< 5;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);639;Complicaties na abortus en ectopische en mola zwangerschap;52.0;Charleroi;6;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);639;Complicaties na abortus en ectopische en mola zwangerschap;53.0;Bergen;5;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);639;Complicaties na abortus en ectopische en mola zwangerschap;54.0;Moeskroen;7;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);639;Complicaties na abortus en ectopische en mola zwangerschap;55.0;Zinnik;< 5;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);639;Complicaties na abortus en ectopische en mola zwangerschap;56.0;Thuin;< 5;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);639;Complicaties na abortus en ectopische en mola zwangerschap;57.0;Doornik;0;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);639;Complicaties na abortus en ectopische en mola zwangerschap;61.0;Hoei;< 5;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);639;Complicaties na abortus en ectopische en mola zwangerschap;62.0;Luik;15;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);639;Complicaties na abortus en ectopische en mola zwangerschap;63.0;Verviers;0;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);639;Complicaties na abortus en ectopische en mola zwangerschap;71.0;Hasselt;< 5;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);639;Complicaties na abortus en ectopische en mola zwangerschap;72.0;Maaseik;< 5;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);639;Complicaties na abortus en ectopische en mola zwangerschap;73.0;Tongeren;5;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);639;Complicaties na abortus en ectopische en mola zwangerschap;82.0;Bastenaken;< 5;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);639;Complicaties na abortus en ectopische en mola zwangerschap;84.0;Neufchâteau;0;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);639;Complicaties na abortus en ectopische en mola zwangerschap;91.0;Dinant;0;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);639;Complicaties na abortus en ectopische en mola zwangerschap;92.0;Namen;< 5;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);640;Hemorragie vroeg in de zwangerschap;0.0;Buitenlands verblijf;6;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);640;Hemorragie vroeg in de zwangerschap;11.0;Antwerpen;55;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);640;Hemorragie vroeg in de zwangerschap;12.0;Mechelen;10;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);640;Hemorragie vroeg in de zwangerschap;13.0;Turnhout;15;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);640;Hemorragie vroeg in de zwangerschap;21.0;Brussel-Hoofdstad;40;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);640;Hemorragie vroeg in de zwangerschap;23.0;Halle-Vilvoorde;16;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);640;Hemorragie vroeg in de zwangerschap;24.0;Leuven;11;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);640;Hemorragie vroeg in de zwangerschap;25.0;Nijvel;6;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);640;Hemorragie vroeg in de zwangerschap;31.0;Brugge;13;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);640;Hemorragie vroeg in de zwangerschap;32.0;Diksmuide;< 5;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);640;Hemorragie vroeg in de zwangerschap;33.0;Ieper;5;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);640;Hemorragie vroeg in de zwangerschap;34.0;Kortrijk;30;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);640;Hemorragie vroeg in de zwangerschap;35.0;Oostende;9;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);640;Hemorragie vroeg in de zwangerschap;36.0;Roeselare;5;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);640;Hemorragie vroeg in de zwangerschap;37.0;Tielt;10;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);640;Hemorragie vroeg in de zwangerschap;41.0;Aalst;14;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);640;Hemorragie vroeg in de zwangerschap;42.0;Dendermonde;10;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);640;Hemorragie vroeg in de zwangerschap;43.0;Eeklo;5;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);640;Hemorragie vroeg in de zwangerschap;44.0;Gent;49;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);640;Hemorragie vroeg in de zwangerschap;45.0;Oudenaarde;< 5;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);640;Hemorragie vroeg in de zwangerschap;46.0;Sint-Niklaas;20;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);640;Hemorragie vroeg in de zwangerschap;51.0;Aat;< 5;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);640;Hemorragie vroeg in de zwangerschap;52.0;Charleroi;22;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);640;Hemorragie vroeg in de zwangerschap;53.0;Bergen;14;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);640;Hemorragie vroeg in de zwangerschap;54.0;Moeskroen;7;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);640;Hemorragie vroeg in de zwangerschap;55.0;Zinnik;7;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);640;Hemorragie vroeg in de zwangerschap;56.0;Thuin;11;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);640;Hemorragie vroeg in de zwangerschap;57.0;Doornik;< 5;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);640;Hemorragie vroeg in de zwangerschap;61.0;Hoei;< 5;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);640;Hemorragie vroeg in de zwangerschap;62.0;Luik;27;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);640;Hemorragie vroeg in de zwangerschap;63.0;Verviers;18;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);640;Hemorragie vroeg in de zwangerschap;64.0;Borgworm;< 5;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);640;Hemorragie vroeg in de zwangerschap;71.0;Hasselt;17;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);640;Hemorragie vroeg in de zwangerschap;72.0;Maaseik;7;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);640;Hemorragie vroeg in de zwangerschap;73.0;Tongeren;7;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);640;Hemorragie vroeg in de zwangerschap;81.0;Aarlen;5;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);640;Hemorragie vroeg in de zwangerschap;82.0;Bastenaken;< 5;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);640;Hemorragie vroeg in de zwangerschap;83.0;Marche-en-Famenne;< 5;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);640;Hemorragie vroeg in de zwangerschap;84.0;Neufchâteau;6;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);640;Hemorragie vroeg in de zwangerschap;85.0;Virton;< 5;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);640;Hemorragie vroeg in de zwangerschap;91.0;Dinant;7;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);640;Hemorragie vroeg in de zwangerschap;92.0;Namen;16;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);640;Hemorragie vroeg in de zwangerschap;93.0;Philippeville;< 5;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);641;Antepartum hemorragie, abruptio placentae en placenta previa;0.0;Buitenlands verblijf;24;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);641;Antepartum hemorragie, abruptio placentae en placenta previa;11.0;Antwerpen;174;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);641;Antepartum hemorragie, abruptio placentae en placenta previa;12.0;Mechelen;83;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);641;Antepartum hemorragie, abruptio placentae en placenta previa;13.0;Turnhout;95;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);641;Antepartum hemorragie, abruptio placentae en placenta previa;21.0;Brussel-Hoofdstad;274;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);641;Antepartum hemorragie, abruptio placentae en placenta previa;23.0;Halle-Vilvoorde;163;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);641;Antepartum hemorragie, abruptio placentae en placenta previa;24.0;Leuven;112;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);641;Antepartum hemorragie, abruptio placentae en placenta previa;25.0;Nijvel;91;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);641;Antepartum hemorragie, abruptio placentae en placenta previa;31.0;Brugge;39;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);641;Antepartum hemorragie, abruptio placentae en placenta previa;32.0;Diksmuide;7;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);641;Antepartum hemorragie, abruptio placentae en placenta previa;33.0;Ieper;18;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);641;Antepartum hemorragie, abruptio placentae en placenta previa;34.0;Kortrijk;49;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);641;Antepartum hemorragie, abruptio placentae en placenta previa;35.0;Oostende;24;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);641;Antepartum hemorragie, abruptio placentae en placenta previa;36.0;Roeselare;30;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);641;Antepartum hemorragie, abruptio placentae en placenta previa;37.0;Tielt;13;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);641;Antepartum hemorragie, abruptio placentae en placenta previa;38.0;Veurne;< 5;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);641;Antepartum hemorragie, abruptio placentae en placenta previa;41.0;Aalst;46;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);641;Antepartum hemorragie, abruptio placentae en placenta previa;42.0;Dendermonde;31;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);641;Antepartum hemorragie, abruptio placentae en placenta previa;43.0;Eeklo;15;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);641;Antepartum hemorragie, abruptio placentae en placenta previa;44.0;Gent;117;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);641;Antepartum hemorragie, abruptio placentae en placenta previa;45.0;Oudenaarde;24;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);641;Antepartum hemorragie, abruptio placentae en placenta previa;46.0;Sint-Niklaas;40;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);641;Antepartum hemorragie, abruptio placentae en placenta previa;51.0;Aat;8;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);641;Antepartum hemorragie, abruptio placentae en placenta previa;52.0;Charleroi;135;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);641;Antepartum hemorragie, abruptio placentae en placenta previa;53.0;Bergen;39;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);641;Antepartum hemorragie, abruptio placentae en placenta previa;54.0;Moeskroen;8;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);641;Antepartum hemorragie, abruptio placentae en placenta previa;55.0;Zinnik;26;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);641;Antepartum hemorragie, abruptio placentae en placenta previa;56.0;Thuin;31;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);641;Antepartum hemorragie, abruptio placentae en placenta previa;57.0;Doornik;23;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);641;Antepartum hemorragie, abruptio placentae en placenta previa;61.0;Hoei;25;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);641;Antepartum hemorragie, abruptio placentae en placenta previa;62.0;Luik;150;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);641;Antepartum hemorragie, abruptio placentae en placenta previa;63.0;Verviers;53;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);641;Antepartum hemorragie, abruptio placentae en placenta previa;64.0;Borgworm;20;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);641;Antepartum hemorragie, abruptio placentae en placenta previa;71.0;Hasselt;119;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);641;Antepartum hemorragie, abruptio placentae en placenta previa;72.0;Maaseik;55;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);641;Antepartum hemorragie, abruptio placentae en placenta previa;73.0;Tongeren;57;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);641;Antepartum hemorragie, abruptio placentae en placenta previa;81.0;Aarlen;13;< 5
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);641;Antepartum hemorragie, abruptio placentae en placenta previa;82.0;Bastenaken;13;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);641;Antepartum hemorragie, abruptio placentae en placenta previa;83.0;Marche-en-Famenne;10;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);641;Antepartum hemorragie, abruptio placentae en placenta previa;84.0;Neufchâteau;10;0
11 - Complicaties van zwangerschap, bevalling en post-partum (630-679);641;Antepartum hemorragie, abruptio placentae en placenta previa;85.0;Virton;6;0
