chap;code_icd;diagnostic;code_ins;arrondissement_du_domicile_du_patient;hosp_class;hosp_de_jour
8 - Maladies de l'appareil respiratoire (460-519);493;Asthme;92.0;Namur;200;0
8 - Maladies de l'appareil respiratoire (460-519);493;Asthme;93.0;Philippeville;32;0
8 - Maladies de l'appareil respiratoire (460-519);493;Asthme;99.0;Sans domicile fixe;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);494;Bronchectasie;0.0;Domicile étranger;< 5;< 5
8 - Maladies de l'appareil respiratoire (460-519);494;Bronchectasie;11.0;Anvers;71;21
8 - Maladies de l'appareil respiratoire (460-519);494;Bronchectasie;12.0;Malines;17;< 5
8 - Maladies de l'appareil respiratoire (460-519);494;Bronchectasie;13.0;Turnhout;20;9
8 - Maladies de l'appareil respiratoire (460-519);494;Bronchectasie;21.0;Bruxelles-Capitale;92;18
8 - Maladies de l'appareil respiratoire (460-519);494;Bronchectasie;23.0;Hal-Vilvorde;36;17
8 - Maladies de l'appareil respiratoire (460-519);494;Bronchectasie;24.0;Louvain;13;7
8 - Maladies de l'appareil respiratoire (460-519);494;Bronchectasie;25.0;Nivelles;33;< 5
8 - Maladies de l'appareil respiratoire (460-519);494;Bronchectasie;31.0;Bruges;10;< 5
8 - Maladies de l'appareil respiratoire (460-519);494;Bronchectasie;32.0;Dixmude;< 5;< 5
8 - Maladies de l'appareil respiratoire (460-519);494;Bronchectasie;33.0;Ypres;< 5;< 5
8 - Maladies de l'appareil respiratoire (460-519);494;Bronchectasie;34.0;Courtrai;10;< 5
8 - Maladies de l'appareil respiratoire (460-519);494;Bronchectasie;35.0;Ostende;37;7
8 - Maladies de l'appareil respiratoire (460-519);494;Bronchectasie;36.0;Roulers;6;5
8 - Maladies de l'appareil respiratoire (460-519);494;Bronchectasie;37.0;Tielt;6;< 5
8 - Maladies de l'appareil respiratoire (460-519);494;Bronchectasie;38.0;Furnes;6;< 5
8 - Maladies de l'appareil respiratoire (460-519);494;Bronchectasie;41.0;Alost;17;7
8 - Maladies de l'appareil respiratoire (460-519);494;Bronchectasie;42.0;Termonde;11;< 5
8 - Maladies de l'appareil respiratoire (460-519);494;Bronchectasie;43.0;Eeklo;< 5;< 5
8 - Maladies de l'appareil respiratoire (460-519);494;Bronchectasie;44.0;Gand;24;8
8 - Maladies de l'appareil respiratoire (460-519);494;Bronchectasie;45.0;Audenarde;< 5;< 5
8 - Maladies de l'appareil respiratoire (460-519);494;Bronchectasie;46.0;Saint-Nicolas;5;< 5
8 - Maladies de l'appareil respiratoire (460-519);494;Bronchectasie;51.0;Ath;< 5;< 5
8 - Maladies de l'appareil respiratoire (460-519);494;Bronchectasie;52.0;Charleroi;59;12
8 - Maladies de l'appareil respiratoire (460-519);494;Bronchectasie;53.0;Mons;17;< 5
8 - Maladies de l'appareil respiratoire (460-519);494;Bronchectasie;54.0;Mouscron;< 5;< 5
8 - Maladies de l'appareil respiratoire (460-519);494;Bronchectasie;55.0;Soignies;17;< 5
8 - Maladies de l'appareil respiratoire (460-519);494;Bronchectasie;56.0;Thuin;9;< 5
8 - Maladies de l'appareil respiratoire (460-519);494;Bronchectasie;57.0;Tournai;26;< 5
8 - Maladies de l'appareil respiratoire (460-519);494;Bronchectasie;61.0;Huy;< 5;< 5
8 - Maladies de l'appareil respiratoire (460-519);494;Bronchectasie;62.0;Liège;34;8
8 - Maladies de l'appareil respiratoire (460-519);494;Bronchectasie;63.0;Verviers;11;7
8 - Maladies de l'appareil respiratoire (460-519);494;Bronchectasie;64.0;Waremme;< 5;< 5
8 - Maladies de l'appareil respiratoire (460-519);494;Bronchectasie;71.0;Hasselt;16;< 5
8 - Maladies de l'appareil respiratoire (460-519);494;Bronchectasie;72.0;Maaseik;< 5;5
8 - Maladies de l'appareil respiratoire (460-519);494;Bronchectasie;73.0;Tongres;5;< 5
8 - Maladies de l'appareil respiratoire (460-519);494;Bronchectasie;81.0;Arlon;7;< 5
8 - Maladies de l'appareil respiratoire (460-519);494;Bronchectasie;82.0;Bastogne;< 5;< 5
8 - Maladies de l'appareil respiratoire (460-519);494;Bronchectasie;83.0;Marche-en-Famenne;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);494;Bronchectasie;84.0;Neufchâteau;< 5;< 5
8 - Maladies de l'appareil respiratoire (460-519);494;Bronchectasie;85.0;Virton;< 5;< 5
8 - Maladies de l'appareil respiratoire (460-519);494;Bronchectasie;91.0;Dinant;10;5
8 - Maladies de l'appareil respiratoire (460-519);494;Bronchectasie;92.0;Namur;31;5
8 - Maladies de l'appareil respiratoire (460-519);494;Bronchectasie;93.0;Philippeville;8;0
8 - Maladies de l'appareil respiratoire (460-519);495;Alvéolite allergique extrinsèque;0.0;Domicile étranger;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);495;Alvéolite allergique extrinsèque;11.0;Anvers;11;< 5
8 - Maladies de l'appareil respiratoire (460-519);495;Alvéolite allergique extrinsèque;12.0;Malines;< 5;< 5
8 - Maladies de l'appareil respiratoire (460-519);495;Alvéolite allergique extrinsèque;13.0;Turnhout;< 5;< 5
8 - Maladies de l'appareil respiratoire (460-519);495;Alvéolite allergique extrinsèque;21.0;Bruxelles-Capitale;9;< 5
8 - Maladies de l'appareil respiratoire (460-519);495;Alvéolite allergique extrinsèque;23.0;Hal-Vilvorde;< 5;< 5
8 - Maladies de l'appareil respiratoire (460-519);495;Alvéolite allergique extrinsèque;24.0;Louvain;6;< 5
8 - Maladies de l'appareil respiratoire (460-519);495;Alvéolite allergique extrinsèque;25.0;Nivelles;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);495;Alvéolite allergique extrinsèque;31.0;Bruges;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);495;Alvéolite allergique extrinsèque;33.0;Ypres;0;< 5
8 - Maladies de l'appareil respiratoire (460-519);495;Alvéolite allergique extrinsèque;34.0;Courtrai;5;< 5
8 - Maladies de l'appareil respiratoire (460-519);495;Alvéolite allergique extrinsèque;35.0;Ostende;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);495;Alvéolite allergique extrinsèque;36.0;Roulers;< 5;< 5
8 - Maladies de l'appareil respiratoire (460-519);495;Alvéolite allergique extrinsèque;38.0;Furnes;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);495;Alvéolite allergique extrinsèque;41.0;Alost;6;0
8 - Maladies de l'appareil respiratoire (460-519);495;Alvéolite allergique extrinsèque;42.0;Termonde;< 5;< 5
8 - Maladies de l'appareil respiratoire (460-519);495;Alvéolite allergique extrinsèque;44.0;Gand;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);495;Alvéolite allergique extrinsèque;45.0;Audenarde;< 5;< 5
8 - Maladies de l'appareil respiratoire (460-519);495;Alvéolite allergique extrinsèque;46.0;Saint-Nicolas;8;0
8 - Maladies de l'appareil respiratoire (460-519);495;Alvéolite allergique extrinsèque;51.0;Ath;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);495;Alvéolite allergique extrinsèque;52.0;Charleroi;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);495;Alvéolite allergique extrinsèque;53.0;Mons;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);495;Alvéolite allergique extrinsèque;54.0;Mouscron;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);495;Alvéolite allergique extrinsèque;55.0;Soignies;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);495;Alvéolite allergique extrinsèque;56.0;Thuin;< 5;< 5
8 - Maladies de l'appareil respiratoire (460-519);495;Alvéolite allergique extrinsèque;62.0;Liège;< 5;< 5
8 - Maladies de l'appareil respiratoire (460-519);495;Alvéolite allergique extrinsèque;63.0;Verviers;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);495;Alvéolite allergique extrinsèque;64.0;Waremme;< 5;< 5
8 - Maladies de l'appareil respiratoire (460-519);495;Alvéolite allergique extrinsèque;71.0;Hasselt;9;0
8 - Maladies de l'appareil respiratoire (460-519);495;Alvéolite allergique extrinsèque;72.0;Maaseik;5;0
8 - Maladies de l'appareil respiratoire (460-519);495;Alvéolite allergique extrinsèque;73.0;Tongres;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);495;Alvéolite allergique extrinsèque;81.0;Arlon;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);495;Alvéolite allergique extrinsèque;82.0;Bastogne;< 5;< 5
8 - Maladies de l'appareil respiratoire (460-519);495;Alvéolite allergique extrinsèque;84.0;Neufchâteau;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);495;Alvéolite allergique extrinsèque;91.0;Dinant;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);495;Alvéolite allergique extrinsèque;92.0;Namur;< 5;< 5
8 - Maladies de l'appareil respiratoire (460-519);495;Alvéolite allergique extrinsèque;93.0;Philippeville;0;< 5
8 - Maladies de l'appareil respiratoire (460-519);496;Obstruction chronique des voies respiratoires, non classée ailleurs;11.0;Anvers;0;< 5
8 - Maladies de l'appareil respiratoire (460-519);496;Obstruction chronique des voies respiratoires, non classée ailleurs;21.0;Bruxelles-Capitale;< 5;< 5
8 - Maladies de l'appareil respiratoire (460-519);496;Obstruction chronique des voies respiratoires, non classée ailleurs;23.0;Hal-Vilvorde;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);496;Obstruction chronique des voies respiratoires, non classée ailleurs;25.0;Nivelles;< 5;< 5
8 - Maladies de l'appareil respiratoire (460-519);496;Obstruction chronique des voies respiratoires, non classée ailleurs;33.0;Ypres;0;< 5
8 - Maladies de l'appareil respiratoire (460-519);496;Obstruction chronique des voies respiratoires, non classée ailleurs;38.0;Furnes;0;< 5
8 - Maladies de l'appareil respiratoire (460-519);496;Obstruction chronique des voies respiratoires, non classée ailleurs;41.0;Alost;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);496;Obstruction chronique des voies respiratoires, non classée ailleurs;44.0;Gand;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);496;Obstruction chronique des voies respiratoires, non classée ailleurs;46.0;Saint-Nicolas;0;< 5
8 - Maladies de l'appareil respiratoire (460-519);496;Obstruction chronique des voies respiratoires, non classée ailleurs;52.0;Charleroi;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);496;Obstruction chronique des voies respiratoires, non classée ailleurs;54.0;Mouscron;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);496;Obstruction chronique des voies respiratoires, non classée ailleurs;61.0;Huy;0;< 5
8 - Maladies de l'appareil respiratoire (460-519);496;Obstruction chronique des voies respiratoires, non classée ailleurs;62.0;Liège;0;< 5
8 - Maladies de l'appareil respiratoire (460-519);496;Obstruction chronique des voies respiratoires, non classée ailleurs;63.0;Verviers;0;< 5
8 - Maladies de l'appareil respiratoire (460-519);496;Obstruction chronique des voies respiratoires, non classée ailleurs;71.0;Hasselt;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);496;Obstruction chronique des voies respiratoires, non classée ailleurs;91.0;Dinant;0;< 5
8 - Maladies de l'appareil respiratoire (460-519);500;Pneumoconiose des ouvriers de la mine;11.0;Anvers;< 5;< 5
8 - Maladies de l'appareil respiratoire (460-519);500;Pneumoconiose des ouvriers de la mine;13.0;Turnhout;8;< 5
8 - Maladies de l'appareil respiratoire (460-519);500;Pneumoconiose des ouvriers de la mine;21.0;Bruxelles-Capitale;< 5;< 5
8 - Maladies de l'appareil respiratoire (460-519);500;Pneumoconiose des ouvriers de la mine;23.0;Hal-Vilvorde;< 5;< 5
8 - Maladies de l'appareil respiratoire (460-519);500;Pneumoconiose des ouvriers de la mine;24.0;Louvain;< 5;< 5
8 - Maladies de l'appareil respiratoire (460-519);500;Pneumoconiose des ouvriers de la mine;25.0;Nivelles;< 5;< 5
8 - Maladies de l'appareil respiratoire (460-519);500;Pneumoconiose des ouvriers de la mine;31.0;Bruges;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);500;Pneumoconiose des ouvriers de la mine;33.0;Ypres;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);500;Pneumoconiose des ouvriers de la mine;42.0;Termonde;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);500;Pneumoconiose des ouvriers de la mine;44.0;Gand;< 5;< 5
8 - Maladies de l'appareil respiratoire (460-519);500;Pneumoconiose des ouvriers de la mine;52.0;Charleroi;5;5
8 - Maladies de l'appareil respiratoire (460-519);500;Pneumoconiose des ouvriers de la mine;53.0;Mons;0;< 5
8 - Maladies de l'appareil respiratoire (460-519);500;Pneumoconiose des ouvriers de la mine;55.0;Soignies;< 5;< 5
8 - Maladies de l'appareil respiratoire (460-519);500;Pneumoconiose des ouvriers de la mine;56.0;Thuin;< 5;< 5
8 - Maladies de l'appareil respiratoire (460-519);500;Pneumoconiose des ouvriers de la mine;61.0;Huy;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);500;Pneumoconiose des ouvriers de la mine;62.0;Liège;8;< 5
8 - Maladies de l'appareil respiratoire (460-519);500;Pneumoconiose des ouvriers de la mine;63.0;Verviers;< 5;< 5
8 - Maladies de l'appareil respiratoire (460-519);500;Pneumoconiose des ouvriers de la mine;64.0;Waremme;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);500;Pneumoconiose des ouvriers de la mine;71.0;Hasselt;10;< 5
8 - Maladies de l'appareil respiratoire (460-519);500;Pneumoconiose des ouvriers de la mine;72.0;Maaseik;< 5;< 5
8 - Maladies de l'appareil respiratoire (460-519);500;Pneumoconiose des ouvriers de la mine;73.0;Tongres;7;0
8 - Maladies de l'appareil respiratoire (460-519);500;Pneumoconiose des ouvriers de la mine;91.0;Dinant;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);500;Pneumoconiose des ouvriers de la mine;92.0;Namur;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);501;Asbestose;11.0;Anvers;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);501;Asbestose;12.0;Malines;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);501;Asbestose;23.0;Hal-Vilvorde;0;< 5
8 - Maladies de l'appareil respiratoire (460-519);501;Asbestose;34.0;Courtrai;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);501;Asbestose;35.0;Ostende;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);501;Asbestose;42.0;Termonde;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);501;Asbestose;46.0;Saint-Nicolas;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);501;Asbestose;52.0;Charleroi;0;< 5
8 - Maladies de l'appareil respiratoire (460-519);501;Asbestose;53.0;Mons;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);501;Asbestose;55.0;Soignies;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);501;Asbestose;57.0;Tournai;0;< 5
8 - Maladies de l'appareil respiratoire (460-519);501;Asbestose;61.0;Huy;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);501;Asbestose;62.0;Liège;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);501;Asbestose;71.0;Hasselt;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);501;Asbestose;72.0;Maaseik;0;< 5
8 - Maladies de l'appareil respiratoire (460-519);501;Asbestose;73.0;Tongres;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);501;Asbestose;81.0;Arlon;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);501;Asbestose;91.0;Dinant;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);501;Asbestose;92.0;Namur;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);502;Pneumoconiose due à d'autres silicates ou silices;0.0;Domicile étranger;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);502;Pneumoconiose due à d'autres silicates ou silices;11.0;Anvers;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);502;Pneumoconiose due à d'autres silicates ou silices;13.0;Turnhout;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);502;Pneumoconiose due à d'autres silicates ou silices;23.0;Hal-Vilvorde;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);502;Pneumoconiose due à d'autres silicates ou silices;24.0;Louvain;0;< 5
8 - Maladies de l'appareil respiratoire (460-519);502;Pneumoconiose due à d'autres silicates ou silices;33.0;Ypres;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);502;Pneumoconiose due à d'autres silicates ou silices;34.0;Courtrai;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);502;Pneumoconiose due à d'autres silicates ou silices;36.0;Roulers;< 5;< 5
8 - Maladies de l'appareil respiratoire (460-519);502;Pneumoconiose due à d'autres silicates ou silices;37.0;Tielt;0;< 5
8 - Maladies de l'appareil respiratoire (460-519);502;Pneumoconiose due à d'autres silicates ou silices;38.0;Furnes;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);502;Pneumoconiose due à d'autres silicates ou silices;52.0;Charleroi;< 5;< 5
8 - Maladies de l'appareil respiratoire (460-519);502;Pneumoconiose due à d'autres silicates ou silices;53.0;Mons;< 5;< 5
8 - Maladies de l'appareil respiratoire (460-519);502;Pneumoconiose due à d'autres silicates ou silices;54.0;Mouscron;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);502;Pneumoconiose due à d'autres silicates ou silices;57.0;Tournai;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);502;Pneumoconiose due à d'autres silicates ou silices;62.0;Liège;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);502;Pneumoconiose due à d'autres silicates ou silices;63.0;Verviers;< 5;< 5
8 - Maladies de l'appareil respiratoire (460-519);502;Pneumoconiose due à d'autres silicates ou silices;72.0;Maaseik;0;< 5
8 - Maladies de l'appareil respiratoire (460-519);502;Pneumoconiose due à d'autres silicates ou silices;73.0;Tongres;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);502;Pneumoconiose due à d'autres silicates ou silices;92.0;Namur;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);503;Pneumoconiose due à d'autres poussières inorganiques;12.0;Malines;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);503;Pneumoconiose due à d'autres poussières inorganiques;24.0;Louvain;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);503;Pneumoconiose due à d'autres poussières inorganiques;35.0;Ostende;< 5;0
8 - Maladies de l'appareil respiratoire (460-519);504;Pneumopathie due à l'inhalation d'autres poussières;55.0;Soignies;< 5;0
